"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "pie:slices"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "scene:movie" "poem:verses"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "week:day" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "dollar:coins" "chain:link"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "book:chapter" "hour:seconds"
"body:cell" "book:chapters" "hive:bee" "book:pages" "body:cell" "book:pages"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "country:city" "blood:droplets"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "droplets:blood"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "quarter:pennies" "book:page"
"forest:tree" "train:car" "quilt:squares" "school:student" "quilt:squares" "school:student"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "gallon:ounce" "chain:link"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "pound:ounce" "instant:nanosecond"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "body:cell" "hour:seconds"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "thread:snip" "air:puff"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "cell:body"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "dollar:coins" "droplets:blood"
"page:paragraph" "book:pages" "country:city" "forest:tree" "country:city" "page:paragraph"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "state:county"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "quarter:pennies" "book:page"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "body:cell" "quilt:squares"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "droplets:blood"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "dollar:coins" "gallon:ounce"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "quilt:squares" "hour:seconds"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "state:county" "page:paragraph"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "foot:inch"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "scene:movie" "pie:slices"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "day:week" "book:pages"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "quarter:pennies" "movie:scene"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "train:car"
"book:page" "school:student" "symphony:movements" "poem:verses" "book:page" "school:student"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "state:county" "earthworm:segment"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "dollar:coins" "book:page"
"school:student" "gallon:quart" "book:pages" "foot:inch" "school:student" "book:pages"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "movie:scene" "droplets:blood"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "pie:slices"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "quarter:pennies" "week:day"
