"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"urban:city" "old:mature" "candy:sweets" "restroom:bathroom" "urban:city" "candy:sweets"
"organization:club" "careful:cautious" "house:home" "seat:chair" "house:home" "seat:chair"
"couch:sofa" "bathroom:lavatory" "spectacles:glasses" "spin:twirl" "spectacles:glasses" "bathroom:lavatory"
"flammable:inflammable" "big:large" "kid:child" "boat:ship" "boat:ship" "kid:child"
"dream:fantasize" "music:tunes" "stick:attach" "cellphone:mobile" "stick:attach" "dream:fantasize"
"glass:cup" "run:sprint" "tedious:monotonous" "sofa:chair" "glass:cup" "sofa:chair"
"beautiful:pretty" "sleep:doze" "pretty:beautiful" "sweets:candy" "beautiful:pretty" "pretty:beautiful"
"clean:tidy" "large:big" "make:manufacture" "dress:frock" "large:big" "dress:frock"
"room:chamber" "teach:instruct" "ugly:hideous" "pants:trousers" "room:chamber" "pants:trousers"
"raise:elevate" "house:abode" "house:dwelling" "cute:adorable" "raise:elevate" "house:dwelling"
"glass:cup" "boat:ship" "spin:twirl" "organization:club" "boat:ship" "glass:cup"
"old:mature" "seat:chair" "spectacles:glasses" "house:dwelling" "house:dwelling" "spectacles:glasses"
"flammable:inflammable" "stick:attach" "tedious:monotonous" "raise:elevate" "raise:elevate" "stick:attach"
"abode:house" "pretty:beautiful" "candy:sweets" "bathroom:lavatory" "pretty:beautiful" "candy:sweets"
"clean:tidy" "make:manufacture" "bathroom:restroom" "pants:trousers" "pants:trousers" "make:manufacture"
"sofa:chair" "large:big" "kid:child" "restroom:bathroom" "large:big" "kid:child"
"ugly:hideous" "dream:fantasize" "urban:city" "sweets:candy" "urban:city" "sweets:candy"
"cellphone:mobile" "option:choice" "run:sprint" "couch:sofa" "option:choice" "run:sprint"
"house:home" "teach:instruct" "music:tunes" "house:abode" "house:home" "teach:instruct"
"dress:frock" "big:large" "beautiful:pretty" "room:chamber" "room:chamber" "beautiful:pretty"
"sleep:doze" "careful:cautious" "teach:instruct" "run:sprint" "teach:instruct" "careful:cautious"
"house:home" "kid:child" "bathroom:lavatory" "clean:tidy" "house:home" "kid:child"
"cellphone:mobile" "candy:sweets" "old:mature" "couch:sofa" "candy:sweets" "couch:sofa"
"stick:attach" "bathroom:restroom" "abode:house" "sofa:chair" "sofa:chair" "stick:attach"
"sleep:doze" "music:tunes" "ugly:hideous" "room:chamber" "room:chamber" "ugly:hideous"
"careful:cautious" "option:choice" "beautiful:pretty" "house:abode" "option:choice" "beautiful:pretty"
"cute:adorable" "urban:city" "restroom:bathroom" "raise:elevate" "raise:elevate" "urban:city"
"flammable:inflammable" "make:manufacture" "seat:chair" "large:big" "seat:chair" "large:big"
"big:large" "dress:frock" "spectacles:glasses" "sweets:candy" "spectacles:glasses" "sweets:candy"
"pretty:beautiful" "spin:twirl" "house:dwelling" "pants:trousers" "house:dwelling" "pants:trousers"
"glass:cup" "dream:fantasize" "organization:club" "boat:ship" "boat:ship" "glass:cup"
"tedious:monotonous" "big:large" "cellphone:mobile" "abode:house" "abode:house" "big:large"
"cute:adorable" "seat:chair" "music:tunes" "dream:fantasize" "seat:chair" "dream:fantasize"
"urban:city" "large:big" "pants:trousers" "house:home" "house:home" "urban:city"
"house:dwelling" "ugly:hideous" "spectacles:glasses" "raise:elevate" "raise:elevate" "house:dwelling"
"house:abode" "boat:ship" "make:manufacture" "teach:instruct" "boat:ship" "teach:instruct"
"couch:sofa" "option:choice" "old:mature" "beautiful:pretty" "option:choice" "beautiful:pretty"
"pretty:beautiful" "flammable:inflammable" "kid:child" "candy:sweets" "pretty:beautiful" "kid:child"
"run:sprint" "room:chamber" "spin:twirl" "tedious:monotonous" "room:chamber" "run:sprint"
"organization:club" "bathroom:restroom" "sofa:chair" "sweets:candy" "sweets:candy" "organization:club"
"clean:tidy" "careful:cautious" "dress:frock" "glass:cup" "glass:cup" "dress:frock"
"bathroom:lavatory" "restroom:bathroom" "sleep:doze" "stick:attach" "stick:attach" "bathroom:lavatory"
"glass:cup" "house:abode" "boat:ship" "dream:fantasize" "boat:ship" "glass:cup"
"teach:instruct" "couch:sofa" "sleep:doze" "flammable:inflammable" "teach:instruct" "sleep:doze"
"house:dwelling" "pretty:beautiful" "organization:club" "option:choice" "house:dwelling" "option:choice"
"ugly:hideous" "sweets:candy" "spectacles:glasses" "bathroom:restroom" "spectacles:glasses" "sweets:candy"
"urban:city" "candy:sweets" "make:manufacture" "tedious:monotonous" "urban:city" "candy:sweets"
"beautiful:pretty" "large:big" "cellphone:mobile" "raise:elevate" "raise:elevate" "large:big"
"bathroom:lavatory" "room:chamber" "clean:tidy" "cute:adorable" "room:chamber" "bathroom:lavatory"
"music:tunes" "big:large" "house:home" "run:sprint" "house:home" "run:sprint"
"old:mature" "spin:twirl" "stick:attach" "dress:frock" "dress:frock" "stick:attach"
"abode:house" "kid:child" "sofa:chair" "pants:trousers" "pants:trousers" "kid:child"
"restroom:bathroom" "careful:cautious" "seat:chair" "beautiful:pretty" "seat:chair" "beautiful:pretty"
"kid:child" "dream:fantasize" "stick:attach" "spectacles:glasses" "spectacles:glasses" "kid:child"
"sweets:candy" "house:abode" "tedious:monotonous" "old:mature" "sweets:candy" "house:abode"
"boat:ship" "cellphone:mobile" "flammable:inflammable" "seat:chair" "seat:chair" "boat:ship"
"make:manufacture" "large:big" "candy:sweets" "clean:tidy" "large:big" "candy:sweets"
"bathroom:lavatory" "big:large" "glass:cup" "careful:cautious" "glass:cup" "careful:cautious"
"pants:trousers" "spin:twirl" "sleep:doze" "music:tunes" "pants:trousers" "sleep:doze"
"room:chamber" "house:dwelling" "urban:city" "house:home" "room:chamber" "house:dwelling"
"teach:instruct" "dress:frock" "restroom:bathroom" "abode:house" "dress:frock" "teach:instruct"
"pretty:beautiful" "sofa:chair" "organization:club" "cute:adorable" "pretty:beautiful" "organization:club"
"raise:elevate" "ugly:hideous" "option:choice" "couch:sofa" "raise:elevate" "option:choice"
"run:sprint" "bathroom:restroom" "spectacles:glasses" "tedious:monotonous" "spectacles:glasses" "run:sprint"
"sleep:doze" "ugly:hideous" "couch:sofa" "boat:ship" "ugly:hideous" "boat:ship"
"sofa:chair" "house:dwelling" "run:sprint" "house:home" "house:dwelling" "house:home"
"spin:twirl" "old:mature" "make:manufacture" "pretty:beautiful" "pretty:beautiful" "make:manufacture"
"cute:adorable" "sweets:candy" "large:big" "clean:tidy" "large:big" "sweets:candy"
"music:tunes" "pants:trousers" "bathroom:lavatory" "room:chamber" "room:chamber" "pants:trousers"
"beautiful:pretty" "candy:sweets" "stick:attach" "teach:instruct" "beautiful:pretty" "teach:instruct"
"glass:cup" "cellphone:mobile" "house:abode" "careful:cautious" "glass:cup" "careful:cautious"
"bathroom:restroom" "kid:child" "raise:elevate" "option:choice" "raise:elevate" "option:choice"
"big:large" "urban:city" "seat:chair" "restroom:bathroom" "urban:city" "seat:chair"
"dress:frock" "organization:club" "dream:fantasize" "abode:house" "dress:frock" "organization:club"
"flammable:inflammable" "stick:attach" "sofa:chair" "house:dwelling" "house:dwelling" "sofa:chair"
"large:big" "sleep:doze" "cellphone:mobile" "organization:club" "large:big" "organization:club"
"teach:instruct" "bathroom:restroom" "pretty:beautiful" "dream:fantasize" "pretty:beautiful" "teach:instruct"
"big:large" "flammable:inflammable" "careful:cautious" "old:mature" "careful:cautious" "flammable:inflammable"
"clean:tidy" "raise:elevate" "run:sprint" "ugly:hideous" "raise:elevate" "ugly:hideous"
"pants:trousers" "house:abode" "restroom:bathroom" "dress:frock" "pants:trousers" "dress:frock"
"spectacles:glasses" "couch:sofa" "spin:twirl" "glass:cup" "spectacles:glasses" "glass:cup"
"cute:adorable" "sweets:candy" "house:home" "abode:house" "house:home" "sweets:candy"
"kid:child" "option:choice" "beautiful:pretty" "room:chamber" "room:chamber" "option:choice"
"music:tunes" "bathroom:lavatory" "urban:city" "make:manufacture" "urban:city" "bathroom:lavatory"
"candy:sweets" "boat:ship" "seat:chair" "tedious:monotonous" "seat:chair" "boat:ship"
"sleep:doze" "house:home" "bathroom:restroom" "make:manufacture" "house:home" "sleep:doze"
"careful:cautious" "abode:house" "sweets:candy" "beautiful:pretty" "beautiful:pretty" "sweets:candy"
"glass:cup" "spin:twirl" "tedious:monotonous" "large:big" "large:big" "glass:cup"
"pants:trousers" "spectacles:glasses" "seat:chair" "clean:tidy" "spectacles:glasses" "pants:trousers"
"dress:frock" "organization:club" "music:tunes" "cute:adorable" "dress:frock" "organization:club"
"house:dwelling" "big:large" "pretty:beautiful" "raise:elevate" "raise:elevate" "house:dwelling"
"couch:sofa" "stick:attach" "cellphone:mobile" "restroom:bathroom" "stick:attach" "couch:sofa"
