"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "air:puff"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "instant:nanosecond" "scene:movie"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "week:day" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "chain:link" "earthworm:segment"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "book:chapter" "symphony:movements"
"body:cell" "book:chapters" "hive:bee" "book:pages" "book:chapters" "book:pages"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "country:city" "cloth:fibers"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "chapter:page"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "book:page" "gallon:ounce"
"forest:tree" "train:car" "quilt:squares" "school:student" "quilt:squares" "school:student"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "gallon:ounce" "symphony:movements"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "instant:nanosecond" "pound:ounce"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "body:cell" "hour:seconds"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "book:chapters" "thread:snip"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "blood:droplets"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "droplets:blood" "dollar:coins"
"page:paragraph" "book:pages" "country:city" "forest:tree" "book:pages" "country:city"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "state:county"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "book:page" "week:day"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "body:cell" "quilt:squares"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "song:notes"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "gallon:ounce" "air:puff"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "quilt:squares" "chapter:page"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "instant:nanosecond" "state:county"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "gallon:quart"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "book:chapters" "cloth:fibers"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "book:pages" "day:week"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "movie:scene" "blood:droplets"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "cell:body"
"book:page" "school:student" "symphony:movements" "poem:verses" "book:page" "school:student"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "state:county" "earthworm:segment"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "book:page" "hour:seconds"
"school:student" "gallon:quart" "book:pages" "foot:inch" "book:pages" "school:student"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "movie:scene" "cloth:fibers"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "blood:droplets"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "week:day" "air:puff"
"cell:body" "chain:link" "feet:inches" "gallon:ounce" "gallon:ounce" "chain:link"
"page:paragraph" "chapter:page" "scene:movie" "seconds:hour" "chapter:page" "scene:movie"
"pound:ounce" "forest:tree" "book:chapter" "symphony:movements" "book:chapter" "pound:ounce"
"body:cell" "quilt:squares" "poem:verses" "instant:nanosecond" "instant:nanosecond" "body:cell"
"song:notes" "day:week" "pizza:slice" "book:chapters" "book:chapters" "song:notes"
