"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "foot:inch"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "scene:movie" "feet:inches"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "day:week" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "dollar:coins" "chain:link"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "hour:seconds" "book:chapter"
"body:cell" "book:chapters" "hive:bee" "book:pages" "body:cell" "book:chapters"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "cloth:fibers" "country:city"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "chapter:page"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "book:page" "gallon:ounce"
"forest:tree" "train:car" "quilt:squares" "school:student" "school:student" "quilt:squares"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "gallon:ounce" "chain:link"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "pound:ounce" "cloth:fibers"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "day:week" "hour:seconds"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "foot:inch" "book:chapters"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "cell:body"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "dollar:coins" "feet:inches"
"page:paragraph" "book:pages" "country:city" "forest:tree" "country:city" "page:paragraph"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "scene:movie"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "book:page" "week:day"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "pound:ounce" "body:cell"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "chain:link"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "dollar:coins" "gallon:ounce"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "hour:seconds" "chapter:page"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "state:county" "page:paragraph"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "foot:inch"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "cloth:fibers" "scene:movie"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "day:week" "feet:inches"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "movie:scene" "forest:tree"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "train:car"
"book:page" "school:student" "symphony:movements" "poem:verses" "book:page" "school:student"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "state:county" "seconds:hour"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "dollar:coins" "book:page"
"school:student" "gallon:quart" "book:pages" "foot:inch" "school:student" "foot:inch"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "movie:scene" "cloth:fibers"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "pie:slices"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "week:day" "quarter:pennies"
"cell:body" "chain:link" "feet:inches" "gallon:ounce" "gallon:ounce" "feet:inches"
"page:paragraph" "chapter:page" "scene:movie" "seconds:hour" "scene:movie" "chapter:page"
"pound:ounce" "forest:tree" "book:chapter" "symphony:movements" "pound:ounce" "book:chapter"
"body:cell" "quilt:squares" "poem:verses" "instant:nanosecond" "body:cell" "quilt:squares"
"song:notes" "day:week" "pizza:slice" "book:chapters" "day:week" "book:chapters"
"week:day" "movie:scene" "pound:ounce" "feet:inches" "pound:ounce" "movie:scene"
"cloth:fibers" "train:car" "earthworm:segment" "gallon:quart" "cloth:fibers" "train:car"
"droplets:blood" "book:page" "soup:spoonful" "dollar:coins" "dollar:coins" "book:page"
"instant:nanosecond" "pizza:slice" "body:cell" "foot:inch" "body:cell" "foot:inch"
"cake:slice" "chapter:page" "chain:link" "forest:tree" "chapter:page" "chain:link"
"book:pages" "pie:slices" "gallon:ounce" "cell:body" "gallon:ounce" "cell:body"
"seconds:hour" "state:county" "thread:snip" "country:city" "state:county" "country:city"
"air:puff" "book:chapter" "scene:movie" "book:chapters" "book:chapter" "scene:movie"
"school:student" "blood:droplets" "poem:verses" "song:notes" "school:student" "poem:verses"
"day:week" "hour:seconds" "page:paragraph" "symphony:movements" "day:week" "hour:seconds"
"quilt:squares" "hive:bee" "quarter:pennies" "state:county" "state:county" "quilt:squares"
"gallon:ounce" "pizza:slice" "cloth:fibers" "gallon:quart" "cloth:fibers" "gallon:ounce"
"book:pages" "day:week" "pound:ounce" "body:cell" "pound:ounce" "day:week"
"quilt:squares" "chain:link" "foot:inch" "hive:bee" "chain:link" "quilt:squares"
"cell:body" "train:car" "feet:inches" "air:puff" "feet:inches" "train:car"
"forest:tree" "book:chapter" "scene:movie" "instant:nanosecond" "book:chapter" "scene:movie"
"quarter:pennies" "symphony:movements" "thread:snip" "earthworm:segment" "quarter:pennies" "symphony:movements"
"song:notes" "page:paragraph" "soup:spoonful" "movie:scene" "movie:scene" "page:paragraph"
"book:page" "school:student" "hour:seconds" "poem:verses" "book:page" "hour:seconds"
"dollar:coins" "country:city" "week:day" "blood:droplets" "dollar:coins" "country:city"
"cake:slice" "seconds:hour" "chapter:page" "droplets:blood" "chapter:page" "cake:slice"
"book:chapters" "pie:slices" "hive:bee" "blood:droplets" "book:chapters" "pie:slices"
"week:day" "book:pages" "cake:slice" "country:city" "country:city" "week:day"
"hour:seconds" "quilt:squares" "pizza:slice" "quarter:pennies" "hour:seconds" "quilt:squares"
"body:cell" "gallon:quart" "scene:movie" "droplets:blood" "scene:movie" "body:cell"
"book:chapters" "dollar:coins" "book:chapter" "school:student" "dollar:coins" "book:chapter"
"song:notes" "earthworm:segment" "cloth:fibers" "thread:snip" "cloth:fibers" "thread:snip"
"air:puff" "state:county" "day:week" "page:paragraph" "day:week" "state:county"
"symphony:movements" "movie:scene" "feet:inches" "cell:body" "movie:scene" "feet:inches"
"chapter:page" "chain:link" "foot:inch" "book:page" "book:page" "chapter:page"
