"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"urban:city" "old:mature" "candy:sweets" "restroom:bathroom" "urban:city" "candy:sweets"
"organization:club" "careful:cautious" "house:home" "seat:chair" "careful:cautious" "house:home"
"couch:sofa" "bathroom:lavatory" "spectacles:glasses" "spin:twirl" "spectacles:glasses" "bathroom:lavatory"
"flammable:inflammable" "big:large" "kid:child" "boat:ship" "big:large" "boat:ship"
"dream:fantasize" "music:tunes" "stick:attach" "cellphone:mobile" "music:tunes" "stick:attach"
"glass:cup" "run:sprint" "tedious:monotonous" "sofa:chair" "glass:cup" "sofa:chair"
"beautiful:pretty" "sleep:doze" "pretty:beautiful" "sweets:candy" "sweets:candy" "pretty:beautiful"
"clean:tidy" "large:big" "make:manufacture" "dress:frock" "large:big" "dress:frock"
"room:chamber" "teach:instruct" "ugly:hideous" "pants:trousers" "room:chamber" "pants:trousers"
"raise:elevate" "house:abode" "house:dwelling" "cute:adorable" "house:dwelling" "raise:elevate"
"glass:cup" "boat:ship" "spin:twirl" "organization:club" "boat:ship" "glass:cup"
"old:mature" "seat:chair" "spectacles:glasses" "house:dwelling" "house:dwelling" "seat:chair"
"flammable:inflammable" "stick:attach" "tedious:monotonous" "raise:elevate" "flammable:inflammable" "stick:attach"
"abode:house" "pretty:beautiful" "candy:sweets" "bathroom:lavatory" "pretty:beautiful" "bathroom:lavatory"
"clean:tidy" "make:manufacture" "bathroom:restroom" "pants:trousers" "pants:trousers" "make:manufacture"
"sofa:chair" "large:big" "kid:child" "restroom:bathroom" "large:big" "kid:child"
"ugly:hideous" "dream:fantasize" "urban:city" "sweets:candy" "sweets:candy" "urban:city"
"cellphone:mobile" "option:choice" "run:sprint" "couch:sofa" "option:choice" "run:sprint"
"house:home" "teach:instruct" "music:tunes" "house:abode" "music:tunes" "house:home"
"dress:frock" "big:large" "beautiful:pretty" "room:chamber" "room:chamber" "big:large"
"sleep:doze" "careful:cautious" "teach:instruct" "run:sprint" "careful:cautious" "teach:instruct"
"house:home" "kid:child" "bathroom:lavatory" "clean:tidy" "house:home" "kid:child"
"cellphone:mobile" "candy:sweets" "old:mature" "couch:sofa" "candy:sweets" "couch:sofa"
"stick:attach" "bathroom:restroom" "abode:house" "sofa:chair" "sofa:chair" "stick:attach"
