"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"urban:city" "old:mature" "candy:sweets" "restroom:bathroom" "candy:sweets" "urban:city"
"organization:club" "careful:cautious" "house:home" "seat:chair" "house:home" "seat:chair"
"couch:sofa" "bathroom:lavatory" "spectacles:glasses" "spin:twirl" "bathroom:lavatory" "couch:sofa"
"flammable:inflammable" "big:large" "kid:child" "boat:ship" "boat:ship" "big:large"
"dream:fantasize" "music:tunes" "stick:attach" "cellphone:mobile" "music:tunes" "stick:attach"
"glass:cup" "run:sprint" "tedious:monotonous" "sofa:chair" "tedious:monotonous" "glass:cup"
"beautiful:pretty" "sleep:doze" "pretty:beautiful" "sweets:candy" "pretty:beautiful" "sweets:candy"
"clean:tidy" "large:big" "make:manufacture" "dress:frock" "large:big" "dress:frock"
"room:chamber" "teach:instruct" "ugly:hideous" "pants:trousers" "room:chamber" "teach:instruct"
"raise:elevate" "house:abode" "house:dwelling" "cute:adorable" "house:dwelling" "house:abode"
"glass:cup" "boat:ship" "spin:twirl" "organization:club" "boat:ship" "glass:cup"
"old:mature" "seat:chair" "spectacles:glasses" "house:dwelling" "house:dwelling" "seat:chair"
"flammable:inflammable" "stick:attach" "tedious:monotonous" "raise:elevate" "tedious:monotonous" "stick:attach"
"abode:house" "pretty:beautiful" "candy:sweets" "bathroom:lavatory" "candy:sweets" "pretty:beautiful"
"clean:tidy" "make:manufacture" "bathroom:restroom" "pants:trousers" "pants:trousers" "make:manufacture"
"sofa:chair" "large:big" "kid:child" "restroom:bathroom" "large:big" "kid:child"
"ugly:hideous" "dream:fantasize" "urban:city" "sweets:candy" "urban:city" "sweets:candy"
"cellphone:mobile" "option:choice" "run:sprint" "couch:sofa" "option:choice" "run:sprint"
"house:home" "teach:instruct" "music:tunes" "house:abode" "music:tunes" "house:home"
"dress:frock" "big:large" "beautiful:pretty" "room:chamber" "room:chamber" "big:large"
"sleep:doze" "careful:cautious" "teach:instruct" "run:sprint" "teach:instruct" "sleep:doze"
"house:home" "kid:child" "bathroom:lavatory" "clean:tidy" "house:home" "kid:child"
"cellphone:mobile" "candy:sweets" "old:mature" "couch:sofa" "candy:sweets" "couch:sofa"
"stick:attach" "bathroom:restroom" "abode:house" "sofa:chair" "sofa:chair" "stick:attach"
"sleep:doze" "music:tunes" "ugly:hideous" "room:chamber" "room:chamber" "music:tunes"
"careful:cautious" "option:choice" "beautiful:pretty" "house:abode" "option:choice" "beautiful:pretty"
"cute:adorable" "urban:city" "restroom:bathroom" "raise:elevate" "urban:city" "restroom:bathroom"
"flammable:inflammable" "make:manufacture" "seat:chair" "large:big" "seat:chair" "large:big"
"big:large" "dress:frock" "spectacles:glasses" "sweets:candy" "sweets:candy" "big:large"
"pretty:beautiful" "spin:twirl" "house:dwelling" "pants:trousers" "house:dwelling" "pretty:beautiful"
"glass:cup" "dream:fantasize" "organization:club" "boat:ship" "boat:ship" "glass:cup"
"tedious:monotonous" "big:large" "cellphone:mobile" "abode:house" "tedious:monotonous" "big:large"
"cute:adorable" "seat:chair" "music:tunes" "dream:fantasize" "music:tunes" "seat:chair"
"urban:city" "large:big" "pants:trousers" "house:home" "house:home" "urban:city"
"house:dwelling" "ugly:hideous" "spectacles:glasses" "raise:elevate" "house:dwelling" "spectacles:glasses"
"house:abode" "boat:ship" "make:manufacture" "teach:instruct" "teach:instruct" "boat:ship"
"couch:sofa" "option:choice" "old:mature" "beautiful:pretty" "option:choice" "beautiful:pretty"
"pretty:beautiful" "flammable:inflammable" "kid:child" "candy:sweets" "candy:sweets" "pretty:beautiful"
"run:sprint" "room:chamber" "spin:twirl" "tedious:monotonous" "room:chamber" "tedious:monotonous"
"organization:club" "bathroom:restroom" "sofa:chair" "sweets:candy" "sweets:candy" "organization:club"
"clean:tidy" "careful:cautious" "dress:frock" "glass:cup" "glass:cup" "dress:frock"
"bathroom:lavatory" "restroom:bathroom" "sleep:doze" "stick:attach" "stick:attach" "bathroom:lavatory"
"glass:cup" "house:abode" "boat:ship" "dream:fantasize" "boat:ship" "glass:cup"
"teach:instruct" "couch:sofa" "sleep:doze" "flammable:inflammable" "teach:instruct" "sleep:doze"
"house:dwelling" "pretty:beautiful" "organization:club" "option:choice" "house:dwelling" "pretty:beautiful"
"ugly:hideous" "sweets:candy" "spectacles:glasses" "bathroom:restroom" "sweets:candy" "spectacles:glasses"
"urban:city" "candy:sweets" "make:manufacture" "tedious:monotonous" "candy:sweets" "urban:city"
