"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "foot:inch"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "scene:movie" "feet:inches"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "day:week" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "chain:link" "dollar:coins"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "book:chapter" "cake:slice"
"body:cell" "book:chapters" "hive:bee" "book:pages" "book:pages" "body:cell"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "country:city" "blood:droplets"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "chapter:page"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "book:page" "quarter:pennies"
"forest:tree" "train:car" "quilt:squares" "school:student" "school:student" "forest:tree"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "gallon:ounce" "chain:link"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "pound:ounce" "instant:nanosecond"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "day:week" "body:cell"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "foot:inch" "air:puff"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "blood:droplets"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "feet:inches" "dollar:coins"
"page:paragraph" "book:pages" "country:city" "forest:tree" "book:pages" "country:city"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "scene:movie"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "book:page" "quarter:pennies"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "pound:ounce" "body:cell"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "song:notes"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "gallon:ounce" "dollar:coins"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "chapter:page" "quilt:squares"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "state:county" "page:paragraph"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "foot:inch"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "scene:movie" "cloth:fibers"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "day:week" "book:pages"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "movie:scene" "quarter:pennies"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "train:car"
"book:page" "school:student" "symphony:movements" "poem:verses" "book:page" "school:student"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "state:county" "hive:bee"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "book:page" "cake:slice"
"school:student" "gallon:quart" "book:pages" "foot:inch" "school:student" "book:pages"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "movie:scene" "train:car"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "blood:droplets"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "quarter:pennies" "week:day"
"cell:body" "chain:link" "feet:inches" "gallon:ounce" "gallon:ounce" "chain:link"
"page:paragraph" "chapter:page" "scene:movie" "seconds:hour" "scene:movie" "chapter:page"
"pound:ounce" "forest:tree" "book:chapter" "symphony:movements" "pound:ounce" "book:chapter"
"body:cell" "quilt:squares" "poem:verses" "instant:nanosecond" "body:cell" "instant:nanosecond"
"song:notes" "day:week" "pizza:slice" "book:chapters" "day:week" "song:notes"
"week:day" "movie:scene" "pound:ounce" "feet:inches" "pound:ounce" "movie:scene"
"cloth:fibers" "train:car" "earthworm:segment" "gallon:quart" "train:car" "cloth:fibers"
"droplets:blood" "book:page" "soup:spoonful" "dollar:coins" "book:page" "dollar:coins"
"instant:nanosecond" "pizza:slice" "body:cell" "foot:inch" "body:cell" "foot:inch"
"cake:slice" "chapter:page" "chain:link" "forest:tree" "chapter:page" "chain:link"
"book:pages" "pie:slices" "gallon:ounce" "cell:body" "book:pages" "gallon:ounce"
"seconds:hour" "state:county" "thread:snip" "country:city" "state:county" "country:city"
"air:puff" "book:chapter" "scene:movie" "book:chapters" "book:chapter" "scene:movie"
"school:student" "blood:droplets" "poem:verses" "song:notes" "school:student" "song:notes"
"day:week" "hour:seconds" "page:paragraph" "symphony:movements" "day:week" "page:paragraph"
"quilt:squares" "hive:bee" "quarter:pennies" "state:county" "quarter:pennies" "state:county"
"gallon:ounce" "pizza:slice" "cloth:fibers" "gallon:quart" "gallon:ounce" "pizza:slice"
"book:pages" "day:week" "pound:ounce" "body:cell" "pound:ounce" "day:week"
"quilt:squares" "chain:link" "foot:inch" "hive:bee" "chain:link" "foot:inch"
"cell:body" "train:car" "feet:inches" "air:puff" "feet:inches" "train:car"
"forest:tree" "book:chapter" "scene:movie" "instant:nanosecond" "book:chapter" "scene:movie"
"quarter:pennies" "symphony:movements" "thread:snip" "earthworm:segment" "quarter:pennies" "thread:snip"
"song:notes" "page:paragraph" "soup:spoonful" "movie:scene" "movie:scene" "song:notes"
"book:page" "school:student" "hour:seconds" "poem:verses" "book:page" "school:student"
"dollar:coins" "country:city" "week:day" "blood:droplets" "country:city" "blood:droplets"
"cake:slice" "seconds:hour" "chapter:page" "droplets:blood" "chapter:page" "cake:slice"
"book:chapters" "pie:slices" "hive:bee" "blood:droplets" "blood:droplets" "hive:bee"
"week:day" "book:pages" "cake:slice" "country:city" "book:pages" "country:city"
"hour:seconds" "quilt:squares" "pizza:slice" "quarter:pennies" "quarter:pennies" "quilt:squares"
"body:cell" "gallon:quart" "scene:movie" "droplets:blood" "scene:movie" "body:cell"
"book:chapters" "dollar:coins" "book:chapter" "school:student" "book:chapter" "school:student"
"song:notes" "earthworm:segment" "cloth:fibers" "thread:snip" "song:notes" "cloth:fibers"
"air:puff" "state:county" "day:week" "page:paragraph" "day:week" "state:county"
"symphony:movements" "movie:scene" "feet:inches" "cell:body" "movie:scene" "feet:inches"
"chapter:page" "chain:link" "foot:inch" "book:page" "book:page" "chapter:page"
"seconds:hour" "forest:tree" "instant:nanosecond" "soup:spoonful" "forest:tree" "instant:nanosecond"
