"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "air:puff"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "instant:nanosecond" "scene:movie"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "school:student" "week:day"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "chain:link" "seconds:hour"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "symphony:movements" "book:chapter"
"body:cell" "book:chapters" "hive:bee" "book:pages" "body:cell" "book:pages"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "cloth:fibers" "country:city"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "chapter:page"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "quarter:pennies" "book:page"
"forest:tree" "train:car" "quilt:squares" "school:student" "school:student" "quilt:squares"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "symphony:movements" "gallon:ounce"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "cloth:fibers" "pound:ounce"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "body:cell" "hour:seconds"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "thread:snip" "air:puff"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "cell:body"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "droplets:blood" "seconds:hour"
"page:paragraph" "book:pages" "country:city" "forest:tree" "country:city" "page:paragraph"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "state:county"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "quarter:pennies" "book:page"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "body:cell" "quilt:squares"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "chain:link"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "gallon:ounce" "air:puff"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "quilt:squares" "chapter:page"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "state:county" "instant:nanosecond"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "gallon:quart"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "cloth:fibers" "scene:movie"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "day:week" "soup:spoonful"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "quarter:pennies" "movie:scene"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "train:car"
"book:page" "school:student" "symphony:movements" "poem:verses" "symphony:movements" "book:page"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "state:county" "seconds:hour"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "book:page" "hour:seconds"
"school:student" "gallon:quart" "book:pages" "foot:inch" "school:student" "book:pages"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "cloth:fibers" "movie:scene"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "thread:snip"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "quarter:pennies" "week:day"
"cell:body" "chain:link" "feet:inches" "gallon:ounce" "gallon:ounce" "chain:link"
"page:paragraph" "chapter:page" "scene:movie" "seconds:hour" "chapter:page" "seconds:hour"
"pound:ounce" "forest:tree" "book:chapter" "symphony:movements" "symphony:movements" "book:chapter"
"body:cell" "quilt:squares" "poem:verses" "instant:nanosecond" "body:cell" "quilt:squares"
"song:notes" "day:week" "pizza:slice" "book:chapters" "day:week" "song:notes"
