"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"urban:city" "old:mature" "candy:sweets" "restroom:bathroom" "candy:sweets" "urban:city"
"organization:club" "careful:cautious" "house:home" "seat:chair" "seat:chair" "house:home"
"couch:sofa" "bathroom:lavatory" "spectacles:glasses" "spin:twirl" "spectacles:glasses" "bathroom:lavatory"
"flammable:inflammable" "big:large" "kid:child" "boat:ship" "boat:ship" "kid:child"
"dream:fantasize" "music:tunes" "stick:attach" "cellphone:mobile" "music:tunes" "dream:fantasize"
"glass:cup" "run:sprint" "tedious:monotonous" "sofa:chair" "glass:cup" "sofa:chair"
"beautiful:pretty" "sleep:doze" "pretty:beautiful" "sweets:candy" "pretty:beautiful" "sweets:candy"
"clean:tidy" "large:big" "make:manufacture" "dress:frock" "large:big" "dress:frock"
"room:chamber" "teach:instruct" "ugly:hideous" "pants:trousers" "teach:instruct" "pants:trousers"
"raise:elevate" "house:abode" "house:dwelling" "cute:adorable" "house:dwelling" "cute:adorable"
"glass:cup" "boat:ship" "spin:twirl" "organization:club" "boat:ship" "glass:cup"
"old:mature" "seat:chair" "spectacles:glasses" "house:dwelling" "house:dwelling" "seat:chair"
"flammable:inflammable" "stick:attach" "tedious:monotonous" "raise:elevate" "flammable:inflammable" "stick:attach"
"abode:house" "pretty:beautiful" "candy:sweets" "bathroom:lavatory" "candy:sweets" "pretty:beautiful"
"clean:tidy" "make:manufacture" "bathroom:restroom" "pants:trousers" "pants:trousers" "make:manufacture"
"sofa:chair" "large:big" "kid:child" "restroom:bathroom" "large:big" "kid:child"
"ugly:hideous" "dream:fantasize" "urban:city" "sweets:candy" "urban:city" "sweets:candy"
"cellphone:mobile" "option:choice" "run:sprint" "couch:sofa" "option:choice" "run:sprint"
"house:home" "teach:instruct" "music:tunes" "house:abode" "music:tunes" "teach:instruct"
"dress:frock" "big:large" "beautiful:pretty" "room:chamber" "room:chamber" "beautiful:pretty"
"sleep:doze" "careful:cautious" "teach:instruct" "run:sprint" "teach:instruct" "sleep:doze"
"house:home" "kid:child" "bathroom:lavatory" "clean:tidy" "kid:child" "house:home"
"cellphone:mobile" "candy:sweets" "old:mature" "couch:sofa" "candy:sweets" "couch:sofa"
"stick:attach" "bathroom:restroom" "abode:house" "sofa:chair" "sofa:chair" "stick:attach"
"sleep:doze" "music:tunes" "ugly:hideous" "room:chamber" "music:tunes" "room:chamber"
"careful:cautious" "option:choice" "beautiful:pretty" "house:abode" "option:choice" "beautiful:pretty"
"cute:adorable" "urban:city" "restroom:bathroom" "raise:elevate" "urban:city" "cute:adorable"
"flammable:inflammable" "make:manufacture" "seat:chair" "large:big" "large:big" "seat:chair"
"big:large" "dress:frock" "spectacles:glasses" "sweets:candy" "spectacles:glasses" "sweets:candy"
"pretty:beautiful" "spin:twirl" "house:dwelling" "pants:trousers" "house:dwelling" "pretty:beautiful"
"glass:cup" "dream:fantasize" "organization:club" "boat:ship" "boat:ship" "glass:cup"
"tedious:monotonous" "big:large" "cellphone:mobile" "abode:house" "abode:house" "tedious:monotonous"
"cute:adorable" "seat:chair" "music:tunes" "dream:fantasize" "music:tunes" "seat:chair"
"urban:city" "large:big" "pants:trousers" "house:home" "large:big" "urban:city"
"house:dwelling" "ugly:hideous" "spectacles:glasses" "raise:elevate" "house:dwelling" "spectacles:glasses"
"house:abode" "boat:ship" "make:manufacture" "teach:instruct" "boat:ship" "teach:instruct"
"couch:sofa" "option:choice" "old:mature" "beautiful:pretty" "option:choice" "beautiful:pretty"
"pretty:beautiful" "flammable:inflammable" "kid:child" "candy:sweets" "candy:sweets" "kid:child"
"run:sprint" "room:chamber" "spin:twirl" "tedious:monotonous" "room:chamber" "tedious:monotonous"
"organization:club" "bathroom:restroom" "sofa:chair" "sweets:candy" "sweets:candy" "organization:club"
"clean:tidy" "careful:cautious" "dress:frock" "glass:cup" "glass:cup" "dress:frock"
"bathroom:lavatory" "restroom:bathroom" "sleep:doze" "stick:attach" "stick:attach" "sleep:doze"
"glass:cup" "house:abode" "boat:ship" "dream:fantasize" "boat:ship" "glass:cup"
"teach:instruct" "couch:sofa" "sleep:doze" "flammable:inflammable" "teach:instruct" "flammable:inflammable"
"house:dwelling" "pretty:beautiful" "organization:club" "option:choice" "house:dwelling" "option:choice"
"ugly:hideous" "sweets:candy" "spectacles:glasses" "bathroom:restroom" "spectacles:glasses" "sweets:candy"
"urban:city" "candy:sweets" "make:manufacture" "tedious:monotonous" "candy:sweets" "urban:city"
"beautiful:pretty" "large:big" "cellphone:mobile" "raise:elevate" "large:big" "beautiful:pretty"
"bathroom:lavatory" "room:chamber" "clean:tidy" "cute:adorable" "room:chamber" "cute:adorable"
"music:tunes" "big:large" "house:home" "run:sprint" "music:tunes" "house:home"
"old:mature" "spin:twirl" "stick:attach" "dress:frock" "stick:attach" "dress:frock"
