"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "foot:inch"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "scene:movie" "instant:nanosecond"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "day:week" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "chain:link" "seconds:hour"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "book:chapter" "symphony:movements"
"body:cell" "book:chapters" "hive:bee" "book:pages" "book:chapters" "body:cell"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "country:city" "cloth:fibers"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "droplets:blood" "movie:scene"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "book:page" "gallon:ounce"
"forest:tree" "train:car" "quilt:squares" "school:student" "school:student" "forest:tree"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "gallon:ounce" "symphony:movements"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "pound:ounce" "cloth:fibers"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "day:week" "body:cell"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "book:chapters" "foot:inch"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "cell:body"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "droplets:blood" "seconds:hour"
"page:paragraph" "book:pages" "country:city" "forest:tree" "country:city" "page:paragraph"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "scene:movie"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "book:page" "week:day"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "pound:ounce" "body:cell"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "droplets:blood" "book:chapter"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "gallon:ounce" "air:puff"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "chapter:page" "hour:seconds"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "state:county" "page:paragraph"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "foot:inch"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "book:chapters" "scene:movie"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "day:week" "book:pages"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "movie:scene" "forest:tree"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "train:car"
"book:page" "school:student" "symphony:movements" "poem:verses" "book:page" "school:student"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "state:county" "seconds:hour"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "book:page" "cake:slice"
"school:student" "gallon:quart" "book:pages" "foot:inch" "school:student" "foot:inch"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "droplets:blood" "movie:scene"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "pie:slices"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "week:day" "air:puff"
