"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "air:puff"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "poem:verses" "scene:movie"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "week:day" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "dollar:coins" "seconds:hour"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "book:chapter" "hour:seconds"
"body:cell" "book:chapters" "hive:bee" "book:pages" "body:cell" "book:pages"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "blood:droplets" "country:city"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "chapter:page"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "gallon:ounce" "book:page"
"forest:tree" "train:car" "quilt:squares" "school:student" "school:student" "quilt:squares"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "gallon:ounce" "chain:link"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "pound:ounce" "cloth:fibers"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "body:cell" "day:week"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "thread:snip" "air:puff"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "blood:droplets" "chapter:page"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "dollar:coins" "seconds:hour"
"page:paragraph" "book:pages" "country:city" "forest:tree" "country:city" "book:pages"
"movie:scene" "scene:movie" "poem:verses" "state:county" "movie:scene" "poem:verses"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "book:page" "week:day"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "body:cell" "pound:ounce"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "chain:link"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "dollar:coins" "gallon:ounce"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "chapter:page" "quilt:squares"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "state:county" "page:paragraph"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "gallon:quart"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "scene:movie" "cloth:fibers"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "book:pages" "day:week"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "blood:droplets" "movie:scene"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "cell:body"
"book:page" "school:student" "symphony:movements" "poem:verses" "book:page" "poem:verses"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "seconds:hour" "state:county"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "dollar:coins" "book:page"
"school:student" "gallon:quart" "book:pages" "foot:inch" "school:student" "book:pages"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "movie:scene" "train:car"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "blood:droplets" "country:city"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "week:day" "quarter:pennies"
"cell:body" "chain:link" "feet:inches" "gallon:ounce" "gallon:ounce" "chain:link"
"page:paragraph" "chapter:page" "scene:movie" "seconds:hour" "scene:movie" "seconds:hour"
"pound:ounce" "forest:tree" "book:chapter" "symphony:movements" "book:chapter" "pound:ounce"
"body:cell" "quilt:squares" "poem:verses" "instant:nanosecond" "body:cell" "poem:verses"
"song:notes" "day:week" "pizza:slice" "book:chapters" "day:week" "song:notes"
"week:day" "movie:scene" "pound:ounce" "feet:inches" "movie:scene" "week:day"
"cloth:fibers" "train:car" "earthworm:segment" "gallon:quart" "train:car" "earthworm:segment"
"droplets:blood" "book:page" "soup:spoonful" "dollar:coins" "dollar:coins" "book:page"
"instant:nanosecond" "pizza:slice" "body:cell" "foot:inch" "body:cell" "foot:inch"
"cake:slice" "chapter:page" "chain:link" "forest:tree" "chain:link" "chapter:page"
"book:pages" "pie:slices" "gallon:ounce" "cell:body" "gallon:ounce" "book:pages"
"seconds:hour" "state:county" "thread:snip" "country:city" "country:city" "seconds:hour"
"air:puff" "book:chapter" "scene:movie" "book:chapters" "book:chapter" "scene:movie"
"school:student" "blood:droplets" "poem:verses" "song:notes" "blood:droplets" "poem:verses"
"day:week" "hour:seconds" "page:paragraph" "symphony:movements" "day:week" "page:paragraph"
"quilt:squares" "hive:bee" "quarter:pennies" "state:county" "state:county" "quilt:squares"
"gallon:ounce" "pizza:slice" "cloth:fibers" "gallon:quart" "gallon:ounce" "cloth:fibers"
"book:pages" "day:week" "pound:ounce" "body:cell" "body:cell" "book:pages"
"quilt:squares" "chain:link" "foot:inch" "hive:bee" "chain:link" "quilt:squares"
"cell:body" "train:car" "feet:inches" "air:puff" "feet:inches" "cell:body"
"forest:tree" "book:chapter" "scene:movie" "instant:nanosecond" "book:chapter" "scene:movie"
"quarter:pennies" "symphony:movements" "thread:snip" "earthworm:segment" "quarter:pennies" "thread:snip"
"song:notes" "page:paragraph" "soup:spoonful" "movie:scene" "movie:scene" "song:notes"
"book:page" "school:student" "hour:seconds" "poem:verses" "book:page" "poem:verses"
"dollar:coins" "country:city" "week:day" "blood:droplets" "dollar:coins" "blood:droplets"
"cake:slice" "seconds:hour" "chapter:page" "droplets:blood" "seconds:hour" "chapter:page"
"book:chapters" "pie:slices" "hive:bee" "blood:droplets" "blood:droplets" "book:chapters"
"week:day" "book:pages" "cake:slice" "country:city" "country:city" "week:day"
"hour:seconds" "quilt:squares" "pizza:slice" "quarter:pennies" "quilt:squares" "quarter:pennies"
"body:cell" "gallon:quart" "scene:movie" "droplets:blood" "body:cell" "scene:movie"
"book:chapters" "dollar:coins" "book:chapter" "school:student" "book:chapter" "dollar:coins"
"song:notes" "earthworm:segment" "cloth:fibers" "thread:snip" "song:notes" "thread:snip"
"air:puff" "state:county" "day:week" "page:paragraph" "state:county" "day:week"
"symphony:movements" "movie:scene" "feet:inches" "cell:body" "movie:scene" "feet:inches"
"chapter:page" "chain:link" "foot:inch" "book:page" "book:page" "chain:link"
"seconds:hour" "forest:tree" "instant:nanosecond" "soup:spoonful" "seconds:hour" "soup:spoonful"
"poem:verses" "pound:ounce" "train:car" "gallon:ounce" "gallon:ounce" "poem:verses"
"pie:slices" "feet:inches" "dollar:coins" "quarter:pennies" "dollar:coins" "quarter:pennies"
"soup:spoonful" "book:pages" "cake:slice" "scene:movie" "book:pages" "scene:movie"
"gallon:ounce" "droplets:blood" "country:city" "foot:inch" "gallon:ounce" "country:city"
"pizza:slice" "instant:nanosecond" "book:chapters" "cell:body" "cell:body" "book:chapters"
"week:day" "book:page" "quilt:squares" "forest:tree" "book:page" "week:day"
"chapter:page" "train:car" "hour:seconds" "book:chapter" "book:chapter" "chapter:page"
"thread:snip" "gallon:quart" "song:notes" "day:week" "day:week" "song:notes"
"cloth:fibers" "page:paragraph" "chain:link" "body:cell" "body:cell" "chain:link"
"hive:bee" "blood:droplets" "earthworm:segment" "state:county" "blood:droplets" "state:county"
"seconds:hour" "school:student" "pound:ounce" "symphony:movements" "school:student" "pound:ounce"
"poem:verses" "movie:scene" "air:puff" "pie:slices" "movie:scene" "poem:verses"
"blood:droplets" "chain:link" "soup:spoonful" "book:chapter" "book:chapter" "blood:droplets"
"feet:inches" "book:pages" "earthworm:segment" "song:notes" "book:pages" "song:notes"
"cell:body" "symphony:movements" "forest:tree" "quilt:squares" "quilt:squares" "cell:body"
"state:county" "poem:verses" "school:student" "droplets:blood" "poem:verses" "school:student"
"body:cell" "week:day" "gallon:quart" "seconds:hour" "body:cell" "week:day"
"train:car" "book:chapters" "chapter:page" "page:paragraph" "chapter:page" "page:paragraph"
"pound:ounce" "day:week" "book:page" "hour:seconds" "book:page" "pound:ounce"
"pie:slices" "movie:scene" "gallon:ounce" "foot:inch" "gallon:ounce" "movie:scene"
"air:puff" "country:city" "cloth:fibers" "cake:slice" "country:city" "air:puff"
"thread:snip" "dollar:coins" "quarter:pennies" "instant:nanosecond" "dollar:coins" "quarter:pennies"
"hive:bee" "pizza:slice" "scene:movie" "feet:inches" "scene:movie" "feet:inches"
"song:notes" "country:city" "earthworm:segment" "instant:nanosecond" "country:city" "song:notes"
"air:puff" "school:student" "scene:movie" "thread:snip" "school:student" "scene:movie"
"train:car" "quarter:pennies" "symphony:movements" "week:day" "week:day" "quarter:pennies"
"gallon:ounce" "seconds:hour" "movie:scene" "hive:bee" "gallon:ounce" "movie:scene"
"blood:droplets" "body:cell" "book:pages" "droplets:blood" "body:cell" "blood:droplets"
"soup:spoonful" "cell:body" "day:week" "quilt:squares" "day:week" "quilt:squares"
"gallon:quart" "book:chapter" "book:page" "state:county" "book:chapter" "book:page"
"forest:tree" "chapter:page" "page:paragraph" "cloth:fibers" "chapter:page" "page:paragraph"
"pie:slices" "poem:verses" "book:chapters" "hour:seconds" "poem:verses" "hour:seconds"
"dollar:coins" "chain:link" "pizza:slice" "pound:ounce" "dollar:coins" "pound:ounce"
"foot:inch" "cake:slice" "pound:ounce" "day:week" "pound:ounce" "day:week"
