"option:choice" "cute:adorable" "abode:house" "bathroom:restroom" "option:choice" "abode:house"
"urban:city" "old:mature" "candy:sweets" "restroom:bathroom" "urban:city" "restroom:bathroom"
"organization:club" "careful:cautious" "house:home" "seat:chair" "careful:cautious" "house:home"
"couch:sofa" "bathroom:lavatory" "spectacles:glasses" "spin:twirl" "bathroom:lavatory" "spectacles:glasses"
"flammable:inflammable" "big:large" "kid:child" "boat:ship" "big:large" "kid:child"
"dream:fantasize" "music:tunes" "stick:attach" "cellphone:mobile" "music:tunes" "stick:attach"
"glass:cup" "run:sprint" "tedious:monotonous" "sofa:chair" "tedious:monotonous" "sofa:chair"
"beautiful:pretty" "sleep:doze" "pretty:beautiful" "sweets:candy" "beautiful:pretty" "sweets:candy"
"clean:tidy" "large:big" "make:manufacture" "dress:frock" "large:big" "clean:tidy"
"room:chamber" "teach:instruct" "ugly:hideous" "pants:trousers" "room:chamber" "teach:instruct"
"raise:elevate" "house:abode" "house:dwelling" "cute:adorable" "house:dwelling" "raise:elevate"
"glass:cup" "boat:ship" "spin:twirl" "organization:club" "organization:club" "boat:ship"
"old:mature" "seat:chair" "spectacles:glasses" "house:dwelling" "house:dwelling" "seat:chair"
"flammable:inflammable" "stick:attach" "tedious:monotonous" "raise:elevate" "tedious:monotonous" "raise:elevate"
"abode:house" "pretty:beautiful" "candy:sweets" "bathroom:lavatory" "pretty:beautiful" "bathroom:lavatory"
"clean:tidy" "make:manufacture" "bathroom:restroom" "pants:trousers" "clean:tidy" "make:manufacture"
"sofa:chair" "large:big" "kid:child" "restroom:bathroom" "large:big" "kid:child"
"ugly:hideous" "dream:fantasize" "urban:city" "sweets:candy" "urban:city" "sweets:candy"
"cellphone:mobile" "option:choice" "run:sprint" "couch:sofa" "option:choice" "run:sprint"
"house:home" "teach:instruct" "music:tunes" "house:abode" "house:home" "teach:instruct"
"dress:frock" "big:large" "beautiful:pretty" "room:chamber" "beautiful:pretty" "room:chamber"
