"foot:inch" "air:puff" "page:paragraph" "pie:slices" "page:paragraph" "pie:slices"
"scene:movie" "feet:inches" "instant:nanosecond" "poem:verses" "poem:verses" "instant:nanosecond"
"pound:ounce" "soup:spoonful" "state:county" "gallon:quart" "pound:ounce" "state:county"
"week:day" "school:student" "day:week" "thread:snip" "week:day" "school:student"
"dollar:coins" "seconds:hour" "chain:link" "earthworm:segment" "seconds:hour" "chain:link"
"book:chapter" "hour:seconds" "symphony:movements" "cake:slice" "symphony:movements" "book:chapter"
"body:cell" "book:chapters" "hive:bee" "book:pages" "book:pages" "body:cell"
"pizza:slice" "cloth:fibers" "country:city" "blood:droplets" "cloth:fibers" "country:city"
"chapter:page" "cell:body" "droplets:blood" "movie:scene" "movie:scene" "chapter:page"
"book:page" "quarter:pennies" "song:notes" "gallon:ounce" "book:page" "gallon:ounce"
"forest:tree" "train:car" "quilt:squares" "school:student" "quilt:squares" "school:student"
"symphony:movements" "gallon:quart" "gallon:ounce" "chain:link" "symphony:movements" "gallon:ounce"
"pizza:slice" "cloth:fibers" "instant:nanosecond" "pound:ounce" "cloth:fibers" "pound:ounce"
"train:car" "hive:bee" "book:chapter" "pie:slices" "book:chapter" "train:car"
"hour:seconds" "body:cell" "cake:slice" "day:week" "body:cell" "day:week"
"foot:inch" "thread:snip" "air:puff" "book:chapters" "book:chapters" "thread:snip"
"earthworm:segment" "cell:body" "chapter:page" "blood:droplets" "chapter:page" "cell:body"
"feet:inches" "dollar:coins" "droplets:blood" "seconds:hour" "seconds:hour" "dollar:coins"
"page:paragraph" "book:pages" "country:city" "forest:tree" "book:pages" "country:city"
"movie:scene" "scene:movie" "poem:verses" "state:county" "poem:verses" "movie:scene"
"book:page" "week:day" "soup:spoonful" "quarter:pennies" "book:page" "week:day"
"song:notes" "quilt:squares" "pound:ounce" "body:cell" "quilt:squares" "body:cell"
"chain:link" "song:notes" "droplets:blood" "book:chapter" "book:chapter" "song:notes"
"air:puff" "gallon:ounce" "dollar:coins" "earthworm:segment" "gallon:ounce" "dollar:coins"
"thread:snip" "quilt:squares" "chapter:page" "hour:seconds" "quilt:squares" "chapter:page"
"cake:slice" "state:county" "instant:nanosecond" "page:paragraph" "instant:nanosecond" "state:county"
"gallon:quart" "hive:bee" "foot:inch" "country:city" "country:city" "foot:inch"
"book:chapters" "scene:movie" "cloth:fibers" "pie:slices" "cloth:fibers" "scene:movie"
"day:week" "feet:inches" "soup:spoonful" "book:pages" "book:pages" "day:week"
"blood:droplets" "forest:tree" "quarter:pennies" "movie:scene" "movie:scene" "forest:tree"
"week:day" "cell:body" "pizza:slice" "train:car" "week:day" "train:car"
"book:page" "school:student" "symphony:movements" "poem:verses" "symphony:movements" "poem:verses"
"seconds:hour" "hive:bee" "state:county" "earthworm:segment" "seconds:hour" "state:county"
"dollar:coins" "book:page" "cake:slice" "hour:seconds" "book:page" "hour:seconds"
"school:student" "gallon:quart" "book:pages" "foot:inch" "book:pages" "school:student"
"cloth:fibers" "movie:scene" "train:car" "droplets:blood" "cloth:fibers" "movie:scene"
"blood:droplets" "country:city" "pie:slices" "thread:snip" "country:city" "pie:slices"
"air:puff" "quarter:pennies" "soup:spoonful" "week:day" "week:day" "air:puff"
"cell:body" "chain:link" "feet:inches" "gallon:ounce" "gallon:ounce" "chain:link"
"page:paragraph" "chapter:page" "scene:movie" "seconds:hour" "seconds:hour" "chapter:page"
"pound:ounce" "forest:tree" "book:chapter" "symphony:movements" "symphony:movements" "book:chapter"
"body:cell" "quilt:squares" "poem:verses" "instant:nanosecond" "quilt:squares" "poem:verses"
"song:notes" "day:week" "pizza:slice" "book:chapters" "day:week" "song:notes"
